 	Area	%Area
1	16384	68.011
2	16384	67.920
3	16384	61.603
4	16384	67.181
5	16384	69.128
6	16384	72.717
7	16384	66.260
8	16384	67.731
9	16384	67.529
10	16384	69.104
11	16384	70.355
12	16384	66.064
13	16384	66.644
14	16384	69.055
15	16384	64.636
16	16384	72.260
17	16384	66.443
18	16384	66.730
19	16384	74.524
20	16384	74.146
21	16384	65.723
22	16384	73.779
23	16384	70.117
24	16384	71.198
25	16384	63.574
26	16384	62.451
27	16384	68.823
28	16384	63.831
29	16384	66.565
30	16384	62.878
31	16384	68.048
32	16384	70.563
33	16384	67.883
34	16384	66.449
35	16384	69.324
36	16384	66.949
37	16384	71.692
38	16384	63.647
39	16384	66.199
40	16384	68.329
41	16384	70.654
42	16384	69.250
43	16384	64.923
44	16384	69.598
45	16384	69.257
46	16384	66.693
47	16384	65.564
48	16384	65.143
49	16384	67.792
50	16384	65.875
51	16384	69.647
52	16384	68.219
53	16384	68.121
54	16384	64.221
