 	Area	%Area
1	16384	0.012
2	16384	0.476
3	16384	1.874
4	16384	0.012
5	16384	0.024
6	16384	0.049
7	16384	0.153
8	16384	0.012
9	16384	0.012
10	16384	0.037
11	16384	0.018
12	16384	0.006
13	16384	0.018
14	16384	0.018
15	16384	0.012
16	16384	0.061
17	16384	0.061
18	16384	0.006
19	16384	0.043
20	16384	0.018
21	16384	0.043
22	16384	0.006
23	16384	0.378
24	16384	0.073
25	16384	4.590
26	16384	1.129
27	16384	0.171
28	16384	0.330
29	16384	0.024
30	16384	2.332
31	16384	0.220
32	16384	0.189
33	16384	0.012
34	16384	0.018
35	16384	0.031
36	16384	0.128
37	16384	0.024
38	16384	3.986
39	16384	0.067
40	16384	0.262
41	16384	2.448
42	16384	1.038
43	16384	0.909
44	16384	0.238
45	16384	0.110
46	16384	0.079
47	16384	0.024
48	16384	0.092
49	16384	0.049
50	16384	0.049
51	16384	0.018
52	16384	0.031
53	16384	0.006
54	16384	0.006
