 	Area	%Area
1	16384	56.915
2	16384	57.306
3	16384	54.541
4	16384	56.366
5	16384	57.477
6	16384	58.435
7	16384	56.073
8	16384	56.226
9	16384	56.238
10	16384	57.318
11	16384	57.672
12	16384	56.470
13	16384	56.696
14	16384	57.013
15	16384	55.664
16	16384	58.575
17	16384	56.024
18	16384	55.835
19	16384	58.740
20	16384	58.942
21	16384	55.872
22	16384	59.271
23	16384	59.003
24	16384	57.684
25	16384	55.249
26	16384	55.310
27	16384	57.568
28	16384	55.756
29	16384	56.439
30	16384	55.225
31	16384	57.159
32	16384	57.733
33	16384	57.104
34	16384	56.073
35	16384	57.397
36	16384	57.117
37	16384	57.440
38	16384	55.371
39	16384	57.013
40	16384	57.556
41	16384	58.826
42	16384	58.081
43	16384	56.171
44	16384	57.983
45	16384	56.897
46	16384	56.909
47	16384	55.780
48	16384	56.335
49	16384	57.086
50	16384	56.567
51	16384	57.434
52	16384	57.001
53	16384	56.976
54	16384	55.573
