 	Area	%Area
1	16384	88.605
2	16384	88.104
3	16384	84.302
4	16384	88.409
5	16384	94.055
6	16384	91.705
7	16384	94.159
8	16384	95.856
9	16384	94.220
10	16384	95.160
11	16384	93.835
12	16384	95.197
13	16384	93.823
14	16384	94.031
15	16384	92.859
16	16384	87.567
17	16384	84.613
18	16384	82.275
19	16384	94.244
20	16384	88.080
21	16384	84.552
22	16384	94.183
23	16384	90.076
24	16384	94.751
25	16384	94.342
26	16384	93.835
27	16384	93.707
28	16384	93.707
29	16384	95.056
30	16384	90.387
31	16384	92.712
32	16384	95.013
33	16384	92.206
34	16384	95.331
35	16384	93.677
36	16384	90.570
37	16384	94.281
38	16384	91.296
39	16384	93.103
40	16384	87.677
41	16384	95.721
42	16384	91.620
43	16384	93.573
44	16384	89.532
45	16384	94.653
46	16384	94.769
47	16384	91.785
48	16384	89.142
49	16384	97.223
50	16384	94.305
51	16384	93.134
52	16384	91.943
53	16384	93.573
54	16384	89.124
