 	Area	%Area
1	16384	49.927
2	16384	49.933
3	16384	50.116
4	16384	50.012
5	16384	49.628
6	16384	50.342
7	16384	49.835
8	16384	49.701
9	16384	49.854
10	16384	50.348
11	16384	49.628
12	16384	50.128
13	16384	50.116
14	16384	49.774
15	16384	50.134
16	16384	49.786
17	16384	51.227
18	16384	51.788
19	16384	49.695
20	16384	50.006
21	16384	49.780
22	16384	50.134
23	16384	49.896
24	16384	49.847
25	16384	49.884
26	16384	49.829
27	16384	49.866
28	16384	50.372
29	16384	49.896
30	16384	49.689
31	16384	49.677
32	16384	49.750
33	16384	50.031
34	16384	49.829
35	16384	49.884
36	16384	49.701
37	16384	50.317
38	16384	50
39	16384	50.012
40	16384	50.079
41	16384	50.323
42	16384	50.146
43	16384	49.902
44	16384	49.756
45	16384	50.171
46	16384	50.464
47	16384	50.415
48	16384	50.415
49	16384	50.165
50	16384	49.835
51	16384	49.774
52	16384	49.719
53	16384	50.378
54	16384	50.244
