 	Area	%Area
1	16384	69.031
2	16384	67.102
3	16384	61.438
4	16384	65.662
5	16384	70.081
6	16384	64.185
7	16384	63.666
8	16384	66.986
9	16384	64.209
10	16384	66.534
11	16384	61.920
12	16384	62.042
13	16384	66.864
14	16384	63.654
15	16384	61.816
16	16384	68.121
17	16384	62.970
18	16384	64.612
19	16384	68.945
20	16384	68.579
21	16384	70.648
22	16384	68.707
23	16384	63.989
24	16384	71.912
25	16384	65.302
26	16384	64.362
27	16384	63.672
28	16384	63.373
29	16384	62.555
30	16384	64.044
31	16384	67.090
32	16384	63.928
33	16384	57.135
34	16384	63.501
35	16384	61.700
36	16384	65.338
37	16384	60.687
38	16384	70.636
39	16384	63.306
40	16384	62.970
41	16384	61.603
42	16384	63.373
43	16384	63.165
44	16384	70.599
45	16384	61.395
46	16384	62.701
47	16384	63.416
48	16384	63.251
49	16384	68.359
50	16384	61.810
51	16384	64.026
52	16384	64.008
53	16384	61.749
54	16384	58.289
