 	Area	%Area
1	16384	58.820
2	16384	65.826
3	16384	59.863
4	16384	57.416
5	16384	58.221
6	16384	62.238
7	16384	55.670
8	16384	55.676
9	16384	56.116
10	16384	54.443
11	16384	51.428
12	16384	55.591
13	16384	55.231
14	16384	56.622
15	16384	55.231
16	16384	55.939
17	16384	53.619
18	16384	58.649
19	16384	62.183
20	16384	55.536
21	16384	57.648
22	16384	63.275
23	16384	59.528
24	16384	61.224
25	16384	58.630
26	16384	54.706
27	16384	53.339
28	16384	54.126
29	16384	59.418
30	16384	55.627
31	16384	53.833
32	16384	56.519
33	16384	59.125
34	16384	54.205
35	16384	60.834
36	16384	55.414
37	16384	64.374
38	16384	55.420
39	16384	59.485
40	16384	58.563
41	16384	63.312
42	16384	60.968
43	16384	55.243
44	16384	55.042
45	16384	57.013
46	16384	54.663
47	16384	59.906
48	16384	55.554
49	16384	56.396
50	16384	54.761
51	16384	54.706
52	16384	52.991
53	16384	57.776
54	16384	57.428
