 	Area	%Area
1	16384	0.012
2	16384	0.006
3	16384	0.006
4	16384	0.024
5	16384	0.006
6	16384	0.012
7	16384	3.516
8	16384	0.110
9	16384	0.018
10	16384	7.281
11	16384	3.644
12	16384	0.922
13	16384	0.195
14	16384	0.024
15	16384	0.262
16	16384	0.006
17	16384	0.446
18	16384	0.024
19	16384	0.018
20	16384	0.043
21	16384	0.049
22	16384	0.043
23	16384	0.006
24	16384	0.238
25	16384	0.067
26	16384	1.709
27	16384	2.576
28	16384	9.357
29	16384	0.024
30	16384	6.104
31	16384	0.140
32	16384	0.006
33	16384	0.018
34	16384	5.225
35	16384	0.031
36	16384	0.623
37	16384	0.049
38	16384	0.812
39	16384	3.644
40	16384	2.423
41	16384	0.140
42	16384	0.061
43	16384	0.232
44	16384	0.958
45	16384	1.318
46	16384	3.229
47	16384	0.018
48	16384	4.156
49	16384	0.049
50	16384	7.239
51	16384	6.165
52	16384	13.477
53	16384	0.879
54	16384	0.006
