 	Area	%Area
1	16384	61.774
2	16384	62.402
3	16384	59.113
4	16384	61.707
5	16384	64.905
6	16384	59.503
7	16384	60.437
8	16384	60.870
9	16384	59.662
10	16384	61.938
11	16384	59.808
12	16384	58.923
13	16384	60.675
14	16384	60.529
15	16384	57.672
16	16384	59.601
17	16384	60.199
18	16384	63.043
19	16384	65.363
20	16384	61.536
21	16384	67.261
22	16384	62.286
23	16384	60.339
24	16384	66.357
25	16384	60.822
26	16384	59.485
27	16384	59.698
28	16384	58.624
29	16384	60.590
30	16384	59.442
31	16384	62.744
32	16384	60.736
33	16384	54.388
34	16384	60.205
35	16384	59.070
36	16384	60.809
37	16384	56.848
38	16384	63.849
39	16384	58.087
40	16384	58.777
41	16384	59.021
42	16384	59.772
43	16384	59.839
44	16384	59.833
45	16384	57.745
46	16384	59.448
47	16384	59.003
48	16384	59.332
49	16384	62.732
50	16384	59.192
51	16384	59.485
52	16384	59.351
53	16384	58.270
54	16384	55.389
