 	Area	%Area
1	16384	99.756
2	16384	99.982
3	16384	99.927
4	16384	99.988
5	16384	99.945
6	16384	99.945
7	16384	99.927
8	16384	99.994
9	16384	99.933
10	16384	99.951
11	16384	99.994
12	16384	99.939
13	16384	99.878
14	16384	99.945
15	16384	99.994
16	16384	99.481
17	16384	99.963
18	16384	99.994
19	16384	99.976
20	16384	99.933
21	16384	99.994
22	16384	99.988
23	16384	99.957
24	16384	99.774
25	16384	99.988
26	16384	99.957
27	16384	99.976
28	16384	99.969
29	16384	99.988
30	16384	99.902
31	16384	99.988
32	16384	99.994
33	16384	99.994
34	16384	99.976
35	16384	99.988
36	16384	99.969
37	16384	99.847
38	16384	99.988
39	16384	99.939
40	16384	99.976
41	16384	99.823
42	16384	99.988
43	16384	99.969
44	16384	99.609
45	16384	99.725
46	16384	99.982
47	16384	99.939
48	16384	99.994
49	16384	99.994
50	16384	99.957
51	16384	99.884
52	16384	99.896
53	16384	99.933
54	16384	99.841
