 	Area	%Area
1	16384	11.877
2	16384	0.549
3	16384	8.295
4	16384	32.172
5	16384	38.678
6	16384	44.983
7	16384	38.629
8	16384	34.741
9	16384	0.403
10	16384	38.458
11	16384	32.745
12	16384	50.116
13	16384	28.503
14	16384	29.742
15	16384	32.343
16	16384	16.656
17	16384	37.439
18	16384	19.348
19	16384	31.018
20	16384	14.166
21	16384	25.977
22	16384	1.135
23	16384	14.014
24	16384	24.030
25	16384	27.570
26	16384	12.500
27	16384	12.122
28	16384	30.243
29	16384	30.389
30	16384	17.419
31	16384	46.832
32	16384	31.458
33	16384	39.294
34	16384	35.248
35	16384	43.756
36	16384	51.086
37	16384	44.025
38	16384	1.117
39	16384	8.795
40	16384	1.263
41	16384	16.486
42	16384	8.508
43	16384	20.526
44	16384	36.115
45	16384	15.143
46	16384	36.926
47	16384	23.602
48	16384	39.368
49	16384	47.479
50	16384	42.377
51	16384	51.263
52	16384	33.081
53	16384	32.379
54	16384	45.752
