 	Area	%Area
1	16384	99.744
2	16384	96.686
3	16384	99.579
4	16384	97.998
5	16384	98.608
6	16384	99.316
7	16384	97.327
8	16384	98.517
9	16384	99.414
10	16384	0.012
11	16384	99.628
12	16384	94.592
13	16384	99.463
14	16384	98.901
15	16384	99.097
16	16384	97.571
17	16384	98.975
18	16384	97.955
19	16384	97.070
20	16384	97.290
21	16384	99.854
22	16384	99.146
23	16384	97.174
24	16384	98.566
25	16384	98.920
26	16384	97.516
27	16384	99.652
28	16384	98.407
29	16384	97.888
30	16384	98.401
31	16384	98.346
32	16384	97.998
33	16384	99.500
34	16384	96.094
35	16384	99.542
36	16384	97.821
37	16384	99.194
38	16384	99.658
39	16384	98.425
40	16384	99.017
41	16384	99.603
42	16384	98.492
43	16384	99.847
44	16384	98.676
45	16384	98.987
46	16384	98.834
47	16384	99.084
48	16384	98.206
49	16384	99.249
50	16384	98.096
51	16384	98.761
52	16384	98.822
53	16384	98.792
54	16384	98.798
