 	Area	%Area
1	16384	97.467
2	16384	97.919
3	16384	97.559
4	16384	94.586
5	16384	99.274
6	16384	95.447
7	16384	93.158
8	16384	89.087
9	16384	93.658
10	16384	95.459
11	16384	95.630
12	16384	93.591
13	16384	92.871
14	16384	94.910
15	16384	98.785
16	16384	90.826
17	16384	97.345
18	16384	99.335
19	16384	96.552
20	16384	94.250
21	16384	97.162
22	16384	98.676
23	16384	99.298
24	16384	96.381
25	16384	96.960
26	16384	92.639
27	16384	97.693
28	16384	97.150
29	16384	98.004
30	16384	94.751
31	16384	93.915
32	16384	98.370
33	16384	89.581
34	16384	85.663
35	16384	94.116
36	16384	90.826
37	16384	98.560
38	16384	98.999
39	16384	99.445
40	16384	96.722
41	16384	95.538
42	16384	95.343
43	16384	92.328
44	16384	89.941
45	16384	91.248
46	16384	98.523
47	16384	90.295
48	16384	94.525
49	16384	95.807
50	16384	91.034
51	16384	93.335
52	16384	92.706
53	16384	91.364
54	16384	93.610
