 	Area	%Area
1	16384	99.982
2	16384	99.994
3	16384	99.689
4	16384	99.976
5	16384	99.976
6	16384	99.976
7	16384	99.969
8	16384	99.841
9	16384	99.982
10	16384	99.969
11	16384	99.994
12	16384	99.988
13	16384	99.969
14	16384	99.982
15	16384	99.884
16	16384	99.988
17	16384	99.927
18	16384	99.774
19	16384	99.976
20	16384	99.878
21	16384	99.945
22	16384	99.988
23	16384	99.762
24	16384	99.921
25	16384	99.689
26	16384	99.982
27	16384	99.921
28	16384	99.988
29	16384	99.969
30	16384	99.976
31	16384	99.890
32	16384	99.976
33	16384	99.957
34	16384	99.982
35	16384	99.872
36	16384	99.579
37	16384	99.969
38	16384	99.896
39	16384	99.866
40	16384	99.951
41	16384	99.976
42	16384	99.976
43	16384	99.963
44	16384	99.939
45	16384	99.969
46	16384	99.774
47	16384	99.927
48	16384	99.963
49	16384	0.085
50	16384	99.957
51	16384	99.969
52	16384	99.896
53	16384	99.847
54	16384	99.585
