 	Area	%Area
1	16384	53.186
2	16384	52.209
3	16384	52.881
4	16384	53.271
5	16384	54.071
6	16384	53.143
7	16384	52.850
8	16384	52.698
9	16384	54.852
10	16384	51.471
11	16384	54.059
12	16384	50.659
13	16384	53.461
14	16384	52.515
15	16384	54.346
16	16384	52.325
17	16384	50.031
18	16384	51.300
19	16384	54.828
20	16384	54.089
21	16384	53.259
22	16384	51.862
23	16384	48.810
24	16384	53.760
25	16384	51.782
26	16384	53.210
27	16384	51.385
28	16384	57.239
29	16384	52.789
30	16384	54.059
31	16384	53.790
32	16384	54.047
33	16384	53.912
34	16384	58.789
35	16384	53.217
36	16384	52.173
37	16384	50.244
38	16384	56.781
39	16384	54.364
40	16384	51.764
41	16384	52.661
42	16384	53.943
43	16384	51.257
44	16384	52.795
45	16384	52.692
46	16384	53.046
47	16384	52.893
48	16384	54.169
49	16384	54.102
50	16384	53.949
51	16384	55.054
52	16384	54.388
53	16384	52.313
54	16384	50.397
