 	Area	%Area
1	16384	55.963
2	16384	55.267
3	16384	54.932
4	16384	54.425
5	16384	55.408
6	16384	54.480
7	16384	52.850
8	16384	52.698
9	16384	53.961
10	16384	53.296
11	16384	54.889
12	16384	53.729
13	16384	53.461
14	16384	53.540
15	16384	55.231
16	16384	54.407
17	16384	53.381
18	16384	53.693
19	16384	54.828
20	16384	55.402
21	16384	55.615
22	16384	55.243
23	16384	54.504
24	16384	53.760
25	16384	53.479
26	16384	54.333
27	16384	54.285
28	16384	54.071
29	16384	53.699
30	16384	53.131
31	16384	53.790
32	16384	53.149
33	16384	55.096
34	16384	56.006
35	16384	54.730
36	16384	55.145
37	16384	53.217
38	16384	56.781
39	16384	54.364
40	16384	54.047
41	16384	54.437
42	16384	57.776
43	16384	54.535
44	16384	53.577
45	16384	54.388
46	16384	55.707
47	16384	54.944
48	16384	55.542
49	16384	55.798
50	16384	54.883
51	16384	55.054
52	16384	55.261
53	16384	54.614
54	16384	54.840
