 	Area	%Area
1	16384	97.467
2	16384	97.919
3	16384	97.186
4	16384	94.586
5	16384	94.061
6	16384	95.447
7	16384	93.158
8	16384	90.826
9	16384	95.001
10	16384	95.459
11	16384	95.630
12	16384	93.591
13	16384	92.871
14	16384	94.910
15	16384	98.785
16	16384	90.826
17	16384	93.213
18	16384	98.932
19	16384	96.552
20	16384	94.250
21	16384	97.162
22	16384	98.676
23	16384	96.991
24	16384	96.381
25	16384	96.960
26	16384	93.671
27	16384	97.498
28	16384	91.626
29	16384	98.004
30	16384	94.751
31	16384	93.915
32	16384	95.514
33	16384	89.581
34	16384	88.428
35	16384	94.116
36	16384	95.300
37	16384	98.560
38	16384	98.035
39	16384	98.529
40	16384	96.722
41	16384	95.538
42	16384	95.343
43	16384	97.986
44	16384	92.975
45	16384	91.248
46	16384	98.523
47	16384	90.295
48	16384	94.525
49	16384	95.807
50	16384	91.034
51	16384	93.335
52	16384	94.946
53	16384	97.522
54	16384	93.610
